UMAP_X,UMAP_Y,Texte,Note_Vraie,Note_Predite,Genre
-2.2792923,9.339624,"When I first read Orwell's 1984 I was 16. Now I'm 44 and I must say that the book took on a whole new meaning to me. Most people say this is one of the best of the worst books they'll ever read - and I'm one of them. What I find amazing is how Orwell, in 1948, had such vision to see our planet's future unfold. It's hard to know if science fiction begets truth, or if truth begets science fiction - either way what 1984 portrays is very relevant in today's society; even the introduction of Newspeak ... while we haven't gone to this extreme the truncation of today's language certainly lends itself to the whole idea of Newspeak!Don't read this book just before going to bed ... unless you want to experience some very unusual dreams.",5.0,4.402072,Fiction
13.99528,8.139066,"I have suffered through 2 previous novels by this author, and honestly found them to at least finish well. Well, this one I could not even get past the first 50 pages. I am a healthcare worker, and as one I demand a certain level of truth to stories that depict healthcare situations. I allow for a level of literary license, but when it extends to essentially making things up, I tend to be unable to follow the story. When Sara's sister is stabbed and found ""bleeding out"" she would be DEAD!!!!!! To survive a trauma like that is to unbelievable for me to continue reading this book, let alone any further books from this author. I am sorry to say that but to ""soak"" a shirt and sport coat, have intestines coming out of a wound and suffer a chest stab wound and massive scalp laceration and survive is just wrong.Sorry, just my opinion.",1.0,1.1927142,Fiction
11.650452,6.727883,"I have read many works in the Young Adult category, but I have never had such strong reaction to such a work. This trilogy overflows with an undisguised loathing of religion. I would not give this book to any child or teen you want to have a tolerant attitude toward other's beliefs. If you do give these books away, you should take the responsibility to have a long discussion with those kids you give it to about why the idea of killing God, and overthrowing institutional religion, might offend most of the worlds population.The author also has some very odd ideas about the types of relationships that 12 year olds are likely to have. The idea of a deep, committed, erotic, and mature relationship forming between a couple of this age seems very far fetched. I spend my whole day with kids this age, they do not fall in love. They may have sex (sadly) but they do not form long term relationships.Pullman seems blinded by his vision of the way the world should be. It seems he feels that God, and much of the morality that religion teaches, should be dead.",1.0,2.1547122,Inconnu
0.7371719,8.182067,"I must admit that this is the third time I have read this particular novel. The first time I read it, I was 17 and had not previously enjoyed reading. After reading it, something in it spoke to me. I read it again while in my thirties and just recently as a 57 year old. I still could not put it down. West gives life to a broken-down, cancer ridden priest who has lived his life without any passion while working in the archives of the Vatican. He is sent to a small town in the poorest section of Italy on his last assignment. There, he comes alive as he researches the life of man who was known to many as a Saint. As he becomes involved in the lives of those who played a role in the ""Saint's"" life, he learns what it is like to live in the shoes of characters he must interview. It is a beautiful story in many ways and shows the humanity and friendship which develops between the sick priest and the Jewish doctor who attends to his needs.",4.0,4.4490976,Autre
0.88660854,7.9526906,"City of God is a difficult, complex, and wide-ranging book, which makes many references to persons and places that will often be obscure to most of us. But I think anyone can learn something from the genius and wide-ranging observations of Augustine. One of the first things I noticed when I began reading this book about twenty years ago was, &quot;Hey! I recognize that faith!&quot; Him, a Latin-speaking north African &quot;Catholic&quot; of the 4th Century, me, a 20th Century English-speaking Norte Americano WASP. City of God showed me that the Church of Christ is more united in its diversity than I realized. And in a sense, Augustine is broader still; he writes not only as a Christian, but as a human being. All of us can learn something from him, I think:The skeptic. You will find a few ideas here based on an out-dated &quot;pre-scientific worldview.&quot; If you're looking for something to laugh at, and aren't intimidated by his intellect, you may be able to pull out a few quotes. But if you're looking for truth, you'll find much more, in every way. Augustine's love of truth burns from the pages of this book like a flame. The scope of his curiosity is broad, and his intellect first-rate by any standard.The missionary. In the tradition of Paul and John, point people to a God not entirely unknown. Remind people how their own ancestors sought God, and knew something about Him before we got there. Quote the oracle of Apollo, or the Platonists, to prove Christ. Expect God to do miracles.The New Ager. The period in which Augustine wrote City of God bares a striking resemblance to our own. &quot;Many civilizations had met in one civilization,&quot; as Chesterton put it. Augustine argues against reincarnation and channeling and other modern fads. His solution is neither complete negation nor complete affirmation, but a more subtle synthesis that allows truths of many cultures to meet in Christ and find fulfillment; a solution that modern Christians have applied in an interesting way to redemptive truths in Buddhism, Hinduism, Marxism, and Islam.The debater and apologist. This book is a model for those who who want to make an effective argument. Know your opponent's arguments as well as they know them themselves. Admit when they are on the right track. When they wander off it, quote sources they see as authoritative to show the error of their nehs. Love truth. Use reason and passion in equal measure. (But maybe, in our day, don't be quite so long-winded. . . I mean thorough.)While I respect those reviewers below who read City of God cover to cover, personally I skimmed a bit. The Penguin edition also has a useful, though concise, index.Author, Jesus and the Religions of Man d.marshall@sun.ac.jp",5.0,4.413219,Religion
0.14365081,9.043176,"William Golding's Lord of the Flies is an excellent book, despite my first impression that it was extremely sadistic and gory. By the time I was nearing the end of the book, I could not put it down. Golding's literary genius allowed him to incorporate several important symbols, interesting characters, and relevant themes into a relatively short book. The story is suspenseful at times and is always interesting. I wish Golding were still alive so he could write a sequel about the boys' lives after leaving the island.",5.0,4.321052,Fiction
-1.682932,7.9832406,"Everything has been said about the book. As for me,a fellow Texas, living in California, I enjoyed getting to know more about Larry McMurtry, his family roots, heritage, and his present attitudes. I remain his constant fan.Evelyn Horan - children's authorJeannie, A Texas Frontier Girl, Books One-Three",5.0,4.7670765,Inconnu
-1.7607238,8.794086,A great book for beginners to understand the principles of management. It is simply written to make it easier to understand and really breaks down some principles that we all do in everyday life. A must for all even if not taking a class because all of us will either manage or be managed.,4.0,4.4951477,Inconnu
-1.6194041,8.3326,"&quot;People both in this country and around the world also have an enormous hunger for ideas; that's why three years ago the Drucker Foundation launched 'Leader to Leader', a journal of ideas by leaders for leaders.&quot;Frances Hesselbein writes, &quot;this hunger among millions of working executives demonstrates their concern for the future and a commitment to make a difference. The incisive thinkers and remarkable leaders who have contributed to the journal and to this book open doors, spark ideas, raise signal flags, and help satisfy that universal hunger.&quot;In this context, I partially summarized only five of the thirty-seven essays written by thirty-seven talented thinkers.I. Peter F. Drucker writes: &quot;the three people from whom I learned the most in my work were all very different. The first two were exceptionally demanding; the third was exceptionally brillant. All three taught me a lot...Five lessons I learned from those remarkable men still apply today:1. Treat people differently, based on their strengths.2. Set high standards, but give people the freedom and responsibility to do their job.3. Performance review must be honest, exacting, and an integral part of the job.4. People learn the most when teaching others.5. Effective leaders earn respect-but they don't need to be liked.II. Doris Kearns Goodwin lists ten lessons from the stories of Lyndon Johnson, John Kennedy, and Franklin Roosevelt for leaders of today's organizations:1. Timing is (almost) everything.2. Anything is possible if you share the glory.3. Trust, once broken, is seldom restored.4. Leadership is about building connections.5. Leaders learn from their mistakes.6. Confidence-not just in oneself-counts.7. Effective partnership require devotion to one's partners.8. Renewal comes from many sources.9. Leaders must be talent brokers.10. Language is one's most powerful tool.III. John P. Kotter argues: &quot;No organization today-large or small, local or global-is immune to change. To cope with new technological, competitive, and demographic forces, leaders in every sector have sought to alter fundamentally the way their organizations do business. These change efforts have paraded under many banners-total quality management, reengineering, restructuring, mergers and acquisitions, turnarounds. Yet according to most assessments, few of these efforts accomplish their goals. Fewer than fifteen of the one hundred or more companies I have studied have successfully transformed themselves.&quot; Hence, he lists eight critical steps to transform your organization:1. Establish a sense of urgency.2. Form a powerful guiding coalition.3. Create a vision.4. Communicate the vision.5. Empower others to act on the vision.6. Plan for and create short-term wins.7. Consolidate improvements and produce still more change.8. Institutionalize new approaches.IV. Warren Bennis argues: &quot;I believe that behind every Great Man is a Great Group, an effective partnership. And making up every Great Group is a unique construct of strong, often eccentric individuals. So the question for organizations is, How do you get talented, self-absorbed, often arrogant, incredibly bright people to work together?&quot; And he suggests ten principles common to all Great Groups:1. At the heart of every Great Group is a shared dream.2. They manage conflict by abandoning individual egos to the pursuit of the dream.3. They are protected from the &quot;suits&quot;.4. They have a real or invented enemy.5. They view themselves as winning underdogs.6. Members pay a personal price.7. Great Groups make strong leaders.8. Great Groups are the product of meticulous recruiting.9. Great Groups are usually young.10. Real artists ship.V. J. Richard Hackman identifies a number of mistakes that managers make in setting up and leading work teams.Mistake 1. Use a team for work that is better done by individuals.Mistake 2. Call the performing unit a team but really manage members as individuals.Mistake 3. Fall off the authority balance team.Mistake 4. Dismantle existing organizational structures so that teams will be fully empowered to accomplish the work.Mistake 5. Specify challenging team objectives, but skimp on organizational supports.Mistake 6. Assume that members already have all the skills they need to work well as a team.I highly recommend this excellent collection as a whole.",5.0,4.328961,Autre
8.526613,7.356948,"The text is well organized and presents a non-measure theoretic development of the material. However the exposition of the subject matter often suffers from terseness and a possible misplaced emphasis on elegance of presentation. The author is apparently endowed with a high order intellect; however, his superb intellectual ability is actually a hindrance to the construction of a textbook that is accessible for an advanced undergraduate or first semester graduate student audience of non-specialists in probability/stochastic processes. The hallmark of many of the problems in the text, aside from shear difficultly, is that a high premium is placed on that initial spark of insight needed to solve it. Otherwise, in the absence of that spark of insight, one could spend hours chasing will-o'-the-wisp thinking that he/she is actually pursuing the solution. Finally, the present writer concedes that those students/individuals who profit from this text will be well along the road to advance study in this subject matter and possible competitive research.",2.0,2.1157966,Autre
-1.0385149,8.886873,"I really, really liked this play. This was my third of Shakespeare's, and I was pleased to discover that I hadn't wasted my time reading it. Oh, how sorry I felt for Hermione! After Leontes had done that to her, I just held a grudge against him for the rest of the play. I couldn't help it! Hehe. Anyway, this play is probably amongst my favorites of Shakespeare so far. It's light tone that lacks in syrupy drama and exaggeration yet contains elements that get you where it counts makes for a well put-together play. I recommend it.",4.0,4.3296857,Autre
-2.04084,9.323029,"Arrived in great condtion, and in s timely manner. Will use this seller again. Thanks.",4.0,4.708972,Inconnu
-3.5431507,7.9744477,"This is my favorite Hardy novel, unbelievably powerful, tragic and depressing. Do NOT read this book if you are unstable, depressed, or have ever been abandoned.",5.0,4.3329706,Fiction
12.365927,8.230174,"I love her 30-minute show, love her talk show, and I got a kick out of her second book. This was the reason I went back to the first one. I am not impressed with this book at all. I didn't crack a smile the whole time and this whole book was a bunch of lies. Just lie after lie after lie. It's funny when she picks fun at real situations (like gay marriage, having a cist, etc.), but when she just flat out starts telling fairy tales and tall tales, it's just like ""Um...you coulda kept that."" That's how I felt about this whole book: ""Um...you coulda kept that.""",1.0,1.4682196,Inconnu
0.9424291,8.129325,"read the other reviews and youll be surprised by the violent reactions of people to this book. richard wright, black activist and author, praised this book as the &quot;first true representation of an african-american in american literature&quot; and yet another famous activist labeled it &quot;senseless racist drivel&quot;What in the book provokes this controversy?The question is complex. Though Stein in all three stories uses words like &quot;black&quot; and&quot;german&quot; as undeniable stereotypes, there is no denying that these categories get deconstructed by the narrative and the style.If your read books for style, you cant go wrong here. Stein's experimental prose is poetry set to music, exploring all the auditory limits of the english language.There are 3 stories, The Good Anna, Melanctha and The Gentle Lena.The controversy is mainly about the second story. Not that the other stories dont have their issues. Eg: The Gentle Lena is probably one of the weirdest characters you will EVER see in fiction.So, buy this book and treat yourself to some pleasure in the english language!",5.0,4.2984347,Fiction
-2.4609337,8.2226305,"Though approaching the fiftieth anniversary of the events in this book, reading BLACK LIKE ME today shows both the inroads America has made towards erasing the blight of racial intolerance, as well as the limits that America has in truly educating itself about all kinds of Hate. Indefensible Hate still exists here, and there is no indication that it will make as great a stride in the next fifty years as it has in the last fifty.Without question, this book should be required reading for all teenagers (and adults) across the country. To understand another's perspective is the first, primary step in eradicating intolerance. This book (which is a slight bit didactic at points) is the remarkable journey of a man who bothered to really try to understand the life of the black man in the American South as best as he could. Of course he could never truly KNOW, but he certainly took pains to do what he could to understand the experience better than anyone before.Students (eighth-graders) in my Honors Language Arts class are required to read this book, and I hope they will discover from where we as a nation have traveled. Those who easily bandy about epithets or think unkind thoughts about others (whether because of race, gender, sexual orientation, religion, heritage, or ability) might get an honest sense of perspective by taking the trip with John Howard Griffin.Better yet, after reading this book, ask yourself these questions (and I will ask my students): ""If given the opportunity to change my appearance so dramatically as to appear to be from a different race for six weeks, would I do it? What would I fear going into it? Suppose I was told after four weeks that it was impossible to change back; how would it make me feel?""For a country that falsely prides itself on equality for all, I believe that our conversations about racial equality are sorely lacking in our public dialogue. BLACK LIKE ME would be an excellent place to start a meaningful conversation.",5.0,4.330579,Social Science
3.420832,8.073072,"I have both the sixth and seven additions of this book due to my school requirements. Unfortunately, this book goes through rigorous methods to show proofs for almost every equation. The author wastes a lot of time and effort when you could be shown approaches to analyze the circuits, instead of deriving equations. The book offers a few simplistic examples and then expects you to come up with some serious insight and solve end of chapter problems that they left you unprepared for. Fortunately my instructor had a very straight forward approach to the subject which made the class not so dependent on the book. Otherwise I would have never gotten anything out of my circuits classes. I have also purchased a few supplemental circuit books and although none of them stood out as spectacular every one of them presented the material with more clarity.",2.0,3.380373,Inconnu
10.963024,8.245136,"The Bennet sisters Elizabeth and Jane are of age to court and find a spouse. Elizabeth find one person in particular that she will never court, Fitzwilliam Darcy, or will his charming ways find their way into her heart.This book is suppose to be humorous. I did not find anything funny or remotely interesting, well until Darcy came along. In all truthness I can not see how this book has gotten so many other books based on the characters of Darcy and Elizabeth. I don't get it. I wish I did. I wanted to like this so much more than I did. All I could see the book is about is dancing and gossip. It reminds me of a older version of Seinfeld because it was about nothing. I did not give diddly squat about anybody in this book. Yes it is written pretty and well done but I had no connection to the people.You are probably wondering why I would give any stars if I dislike it so much but the truth is certain moments caught my attention and as I said it is written pretty. I only thought it to be okay maybe a little less than that.",3.0,1.9107642,Fiction
9.538357,7.7696605,I enjoyed this novel in many ways. The story was moving and enchanting. But I had the feeling that the author had never visited the place that she wrote about. The sights and smells of this time just didn't come to life for me on the page.,3.0,2.1964917,Fiction
6.6551843,7.529691,"The only thing I don't like about the book is the print. You have to concentrate when you read this book, but it is a good book.",3.0,3.1040423,Inconnu
0.093218215,8.6398735,I use this as a textbook for new Labor & Delivery nurses. It is fairly comprehensive of all the normal and abnormal situations with a laboring patient. Its format is easy to read and study from with study questions throughout the chapters.,4.0,4.4261503,Autre
13.144412,6.6685886,just read Joyce and leave this garbage behind.,1.0,1.1232071,Autre
-0.4273821,8.218608,The &quot;Green Brain&quot; is one of F. Herberts fun little novels. It takes place in the future where humans are pitted against nature. It's fun and well worth the reading.,4.0,3.9765863,Autre
-0.37742275,8.489466,"I must admit that I read all the reviews prior to purchasing this book, and to my happiness, I have thoroughly enjoyed this book. The last review was quite sour, making me wary of spending my money, but I am glad I did!As always, Amanda Quick has made loveable characters. Olympia is delightfully scatterbrained, distracted, and not ashamed of relying on her man, her intuition, nor her feelings. Jared is not set up to be the ""pirate"". He is described as one in appearance, based on the the long hair and the eye patch, but at no point in the book does he purport to be one! The last reviewer was upset that he was a ""droll merchant"", which in fact he prided himself in. Jared has spent his life happy to make that disctinction, in a family full of passionate buccaneers. He is definitely not boring in the least and is a compassionate man, one whom recognizes the need to have Olympia in his life, no matter the changes to his organized world. He is wonderful with the children, the dog, and the irascible Mrs. Bird.Definitely add this book to your library. I love the verbal sparring that occurs in her books and I love that the heroine always stands behind her man, against society and their opinions.",4.0,4.0405498,Fiction
14.115429,7.8467035,"Yeah that's right. I got to be honest, I've only read 10 chapters and that was all that I could take from from this major let down. Honestly I haven't read a good &quot;american classic&quot; if there is such a thing maybe for the exception of Huck Finn. Those chapters about Ishmael sleeping with whatever his name was and Ishamel had such a good time with the other guy's arm over him and leg over him that he didn't know if he was straight or gay any more. But that's not the point, the point is that this book is horrible, it is even worse then another so called american classic &quot;the red badge of courage&quot;. I love literatur just as much as the next guy but we must face it 100 years or so ago American literature was reall weak and lagging from the rest of the world, perhaps now they're starting to catch up with writers like Ann Rice and them.",1.0,1.1794788,Fiction
12.143693,6.824483,"This book is terribly overhyped. Overall, it's a pitifully dry memoir of a man who never made it big on the street.I would recommend Rolfe & Troob's _Monkey_Business_ over this book.",2.0,1.5833786,Biography & Autobiography
13.83514,7.410731,"If you read this book and and do not come away w/ a profound sense of awe, then it obviously didn't work for you. It's not for the weak at heart and most definately not for someone who doesn't believe in the existence of a real hell. It's a good read that took me one night and it will keep you clinging till the last word.",5.0,1.4913396,Religion
0.3601311,9.094212,I really like this book. It was interesting. I think other people should read this book.,4.0,3.8201983,Young Adult Fiction
9.857337,7.4791613,"I did not enjoy this book as much as the rest of his books. It took me a long time to fully understand the characters in the book. The other day, I heard this book being compared to a glass of water. This person said, &quot;It is like water. It really has no flavor, but at least it goes down quickly.&quot; I agree with this because overall, I did not like this book.",1.0,2.3456368,Juvenile Fiction
15.196869,7.359968,STILL have not recieved product! very disappointed where as this was supposed to be for a high school project in which now i STILL dont have the book to use and project is due very soon! what is going on ?,1.0,1.1057547,Inconnu
10.081488,7.3573527,"This was certainly an interesting read in 1948 when published, it must be taken with circumspection anytime afterward. It should be remembered that when the book was written many facts about World War II were still classified and Crusade in Europe can only be read with that in mind.Eisenhower outright lies when he denies any 'friendly fire' deaths due to the bombing and sinking of the Liberty ship SS John Harvey, at Bari, Italy, in December 1943.Eisenhower says on page 204: ""One of the ships was loaded with mustard gas, which we were always forced to carry with us because of uncertainty of German intentions in the use of this weapon. Fortunately the wind was offshore and the escaping gas caused no casualties.""According to Rick Atkinson, in his book,The Day of Battle: The War in Sicily and Italy, 1943-1944 (Liberation Trilogy)there were 617 deaths due to the US mustard gas being released, including 83 allied troops who died, and Eisenhower knew this was true in 1944. The harbor was turned into an inferno of exploding ships, 17 were sunk, and the 1,350 tons of bombs filled with mustard gas on the John Harvey, blew up and sank into the harbor creating a poisonous stew in the air and water. Seamen thrown into the water had their clothes and skin covered with the oily poison. Many with no visible wounds starting dying suddenly starting 18 hours after the attack. To maintain secrecy, doctors were not told about the presence of the gas and the necessity to remove contaminated clothes and wash the skin of the men to prevent them breathing the fumes from their saturated garments. Atkinson mentions that the secrecy surrounding the incident was futile, except to cover the behinds of Allied commanders, because the Germans soon knew what the American public did not know, that Eisenhower was ready to counter in kind any Nazi use of chemicals.A secret board appointed by Eisenhower to investigate the incident in March 1944 confirmed that the mustard gas that had killed hundreds was of US origin. You will find no mention of this by Eisenhower in Crusade in Europe.",2.0,2.491724,Autre
7.4164762,7.596031,"I thought this text would provide more detailed analysis of the content, but I found it to be quite over-simplified. My traditional texts did a better job providing the ""short course."" However, for the layman (not a nursing student or nurse), it does provide a good, adequate introduction to med vocabulary.",2.0,2.6450503,Inconnu
15.266951,6.9213567,"This text relies heavily upon tainted history, a lack of understanding of reformed theology, and logical fallacies. It is by far the worst theological work I have read in several years. In addition to Hunt's complete lack of understanding of reformed theology he also slanders the character of John Calvin, completely ignoring the political and economic climate of 16th century Geneva.I would suggest that serious students of truth do their own independent study of Calvin, Geneva, and reformed theology.Let us seek out the truth, not the rantings of a man who has an agenda.",1.0,1.147798,Religion
-0.16755348,7.1303864,"I do not believe that E.Gyurisin, whoever it may be, understands either characterisation, the reality of WW1, historical fiction,reality, or the basis of humanity.This trilogy is at turns illuminating, harrowing, appalling, but suffers none of the defects levelled at it in this risible ""review"".The novel has moved on and if one still required plonking exposition which expected that the reader would barely be able to join the dots in their work book then one should take note of this illiterate review. If not, buy this book, risk being stretched and discover the realities of the effects of war and discover the nature of heroism in extremis.",5.0,3.2131345,Fiction
14.27337,7.3078985,"I last read this magnificent book many moons ago (1962) when I had some time on my hands. I was fascinated by the story and the logic inculcated within. So now that I have a Kindle and some time I thought why not read this gem?The book of course is superb. No complaints there. The Kindle edition however is a different matter. There are NO ILLUSTRATIONS as in the hardcopy versions of this book. With a story saturated with visual metaphors this is an unforgivable sin - even though the book is offered for free. Sometimes ""free"" is really NOT free because this version can drive away some of the younger crowd from reading the book. That is the highest of sins.",2.0,1.8081098,Inconnu
11.014787,7.2016535,"Patient records are privileged; Dr. Orne justifies releasing tapes of Anne Sexton's therapy because the daughter of A.S. approved. He wrote the preface to the book, displaying a rather passive attitude to the malfeasance of the therapist who slept with A.S. And does the end--understanding creativity/a poet's life and death--justify the means? Do outpourings in therapy tell readers about where creativity comes from, how it is shaped, the interplay of life and art? I doubt it. People &quot;edit&quot; their therapy talk, too, though differently from their public utterings. Readers may be seduced by these secrets, hoping to find answers that cannot be given, even--maybe especially--by therapists. I think the biographer overplays her hand, and might have done a better book without the controversial tapes.",2.0,2.1772807,Biography & Autobiography
9.956658,6.8120613,"Natacha Merritt's ""Digital Diaries"" is a one-dimensional tour de force, made possible by the following truism: Sex Sells. Where there is attention to detail and photographic aesthetics in the sexually driven works of other more competent photographers, such as Robert Mapplethorpe and Nan Goldin, Merritt's attention is only focused on naked people copulating and/or masturbating. ""Digital Diaries"" was published with the sole intent of selling sex, not photography. This is obvious. This is also (and only) why curious viewers will buy the book. The author and her acquaintances are interesting only because their clothes are off. Unlike Nan Goldin's book, ""The Ballad of Sexual Dependency"", we don't care or think about the people portrayed in ""Digital Diaries""; we simply look at them. Therein lies Merritt's lack of depth as a photographer and visual storyteller. Not only obsessed with the need to get her point across visually, ""Digital Diaries"" also includes musings by the author about...what else, sex. By the end of ""Digital Diaries"" one can only hope twenty-two year old Merritt outgrows this teenage fascination with sex and self-absorption and finds another hobby.",2.0,2.135943,Autre
-2.8657234,9.254819,"Only The Triumph and the Glory can hold a candle to Apollyon, the latest Left behind book. I couldn't put either of them down, they are magnificent stories of good fighting evil, and winning. Very inspirational and TRUE.",4.0,4.360771,Fiction
0.35219482,7.6981096,"In the fictional Republic of Gilead, the dramatic decrease of birthrates makes the society's fundamental goal is to control reproduction. Written from Offrend's first person point of view, the novel adds to the reader's connection with a Handmaid, her tormented feelings, and hatred toward this new totalitarian regime. Gilead is based on the precept that giving birth is women's religious and moral duty and those who do not fulfill it will be sent to hell (aka the Colonies) where the ""unwomen"" are left to die. With its modern setting, and reference to our present, the novel makes the reader shift between two different worlds: the narrator's and ours. For example, Atwood references Harvard as a place where the disobedient are hung and ironically she always hears the echoes of the old world where museums, stores, and the military where all used for their supposed purposes.With Biblical allusions, and references to WWII, as in ""mayday"" and the totalitarian regimes of Stalin and Hitler, Atwood creates a masterful piece of a fictional world still connected to the reality.With its ambiguous ending, the novel lets the mind ponder on what can become of this now familiar narrator. Is death better for her? Or if rescued, will she return to her family? The fact that the ending is hopeful adds to the greatness of the book.Its only flaw, however, was its introduction of minor characters that we never get to learn about. Offred often mentions her daughter's name but she never talks about her. Otherwise, Atwood's use of syntax is a great indicator of the narrator is shifting tones- from hope to desperation, from fear to indifference, from love to passion. She constantly uses flashback about her family and her former life to demonstrate her criticism of Gilead where women are containers valued for only what is inside of them.In order to serve the needs of the new society's elite, Gilead creates a system of titles where women are defined solely by their gender roles as Wives, Handmaids, or Marthas. Stripping them of individual names strips them of their individuality. In a moment of desperation, Offred cries out in vain, ""I want to be held and told my name. I want to be valued, in ways that I am not; I want to be more than valuable. I repeat my former name; remind myself of what I once could do, how others saw me. I want to steal something"" (Atwood 97).Deprived from her basic rights, Offred frustration and anger is revealed by her use of simple sentences with anaphora to stress her futile but desperate longing for attention.",4.0,3.6524086,Autre
-3.0676024,8.530863,"To the ever-growing art form that is African-American poetry we must now add the strong new voice of Brooklyn-born Vaughn T. Aiken. At times angry and disillusioned, wistful and sweet, Aiken's poems explore the themes of family, politics, racial inequality, love-and the baffling need of those among us to amass untold wealth and go to war. All of these disparate tales are told from the point of view of a man who remains true to himself and what he believes in; indeed, a man whose ""soul is not for sale.""""Vaughn is not defined by his race,"" the poet emphatically declares in affirming who he is in the haunting poem, Misunderstood, ""his race is defined by Vaughn."" The examples he sets through impassioned, intelligent rhetoric should speak to anyone who has ever raged against injustice and intolerance.While Aiken's anger is justified-you'll nod your head at the unvarnished truth of Domestic Violence and wish more politicians would open their eyes to the wisdom of What If...?-it is the dual message of hope and compassion that resonates most strongly: ""I planted [a] seed in me,"" he writes, ""and wonderful things happened. I gained knowledge of self/I knew about my people/so I planted this seed in others"" until ""everyone started to grow.""It's a shame that more of us don't nurture the seed that Aiken has so obviously brought to fruition in his own life. Perhaps if they did, people would talk on the day we die ""about the good [we] have done and what [we] meant to each person."" And only that, says Aiken, is the honest measure of our worth: the fact that we have ""made a difference in this world.""",5.0,4.5624723,Autre
13.38303,7.9642024,"This book had one thing going for it over McNaught's other novels (especially the historical ones): her male lead, unlike Clayton, Jason, Jordan, Royce, et.al., isn't a domineering, abusive cad who ""tames"" his heroine into worshipping him. Kudos for a hero who treats the woman well for a change.***SPOILERS***That said, this book pushed me beyond ""willing suspension of disbelief"" into ""oh, please, make it stop"". The book opens with a lengthy description of Leigh's devotion to her husband, how much she loves him and admires him, and how happy she is. We are given absolutely no hints that she might be anything but, so we have to accept that she truly was happy. Yet we are expected to buy that she can go from deliriously happy, loyal wife, to widow, to pregnant wife of another man in the space of THREE MONTHS?I just couldn't buy this. From one eye-rolling page to the next, I kept hoping for some kind of motivation for such a complete turnaround, but there was never any hint of unhappiness on Leigh's part except for a passing mention of a years-ago affair that they'd apparently ""worked through"". Suddenly she's a wronged wife who gets her revenge on her dead husband by taking a lover and getting pregnant right away. Uh-uh. Not buying it, and if I do buy it, it means she can't be a person of very deep feelings, can she?****END SPOILER****In addition to the biggest flaw for me (mentioned above), the characters - all of them - are flat, cookie-cutter shadows: the hard-nosed detective paired with the fresh-faced rookie, the kooky, precocious teenager, the bodyguard with a heart of gold, the housekeeper who's tough on grime. Yeah, I get it.Most significant in its absence is the sparkling dialogue and light banter that attracted me to McNaught's books in the first place. I didn't laugh, didn't cry, didn't really care much about anything associated with this book. I did, however, roll my eyes a lot and sigh impatiently.If you're looking for a romance-mystery, I recommend ""Something Wonderful"". Though Jordan is the Typical Romance-Novel Manly Man, at least he's not a shadow, and at least the story is amusing. Good luck.",2.0,1.5192149,Fiction
-0.6916396,8.200342,"Set between the two world wars, The Razor's Edge is a shrewd novel of idealism. Supported by several finely drawn sub-plots is a circuitous study of a mans efforts to realize in himself the divine nature latent in each of us. This ambitious book is an enjoyable and edifying success.",5.0,4.1214714,Autre
-1.6969621,8.802234,This is a fine example of the crime noir genre; Highsmith gives us a character we are forced to feel ambivalent toward and puts him in an intriguing and deeply disturbing story. A fast and satisfying read.,4.0,4.1596766,Autre
5.850558,7.138729,"I'm a student who was just required to read Lord of the Flies. I personally thought the plot was good. I liked the charaters in the book. I think, though, that maybe the author has a similar problem in writing to myself. I know I get a good idea and cannot write it down the way I want it. I'm sure the original idea was a great one. Maybe if I reread this book at a later time in my life I may be able to like it better. I'm not sure. Over all, I'd tell you to read it, because its a book about survival from the elements, from oneself, and contains a large amount of action within its pages.",3.0,2.908522,Fiction
6.7389283,7.3869433,"Anne Perry's &quot;Slaves of Obsession&quot; starts out with a great premise: A British businessman is faced with the choice of selling arms to two men, one a member of the Union forces during the American Civil War, and the other a man with loyalties to the Confederacy. When the businessman is murdered, the Northerner flees to America with the guns...and the businessman's daughter. But did he kill the businessman? Monk and Hester are up to the task of sorting the whole thing out...or are they?I found the first third of the book to be very exciting, especially the scenes that occur in America. Monk, for the first time, now becomes graphically aware of what Hester has seen and experienced as he watches the brutal battles of the Civil War. (Monk also learns more about his forgotten past in this volume.) As Monk and Hester search for answers in America, they learn a lot about themselves.Sadly, after Monk and Hester arrive back to England, the book really drags down. Perry just keeps hammering the same clues over and over again until the reader finally doesn't care who is exposed as the murderer (although it's fairly easy to figure out). Monk's wit and intellect are usually sharp as a tack, but he really seems slow-witted in figuring out what's going on in this story. After her return from America, Hester might as well change the sheets on beds in hospital rooms...she has very little to do with the remainder of the story. The courtroom scenes in this story are the least inspired of all the Monk stories thus far. &quot;Slaves of Obsession&quot; feels like a book that was well thought out for about the first half of the story. After that, it feels like the ending was thrown together in time to meet a deadline. Considering how very good the three previous Monk books were, &quot;Slaves of Obsession&quot; comes as a major disappointment.",2.0,2.9523137,Fiction
-3.352805,8.243721,"This book is so funny I read it twelve times, for real. I'm not joking. I really did. I know you don't believe me but you could come to my house and I could show you the book and you could tell by how bent up the corners of the pages are I read it so many times. and did I tell you that I read it twelve times, in case I haven't said it. Meg",4.0,4.4816484,Autre
-0.9603985,8.499071,"The &#34;Cautious Crusade&#34; is a detailed reading of how FDR used opinion polls to help him craft his public responses to the political issues of World War II. An interesting read in light of our recent presidential election 2012. It would be best for someone really interested in the detail of political history, or for any WWII buff.",3.0,4.0067034,History
